chunk_id,summary,book_id,book_title,relation_extractor_type,validation_llm_engine,moderation_llm_engine,moderation_strategy,graph_lookup_mode,verbalize_triples_mode,summary_llm_engine,source_text_visible,triples_visible,temperature,reasoning_effort,model_name,seed,chunk_selection_method,configuration,rougeL_recall,bertscore,novel_ngrams,jsd_stats,entity_coverage,entity_hallucination,ncd_overlap,salience_recall,nli_faithfulness,readability_delta,sentence_coherence,entity_grid_coherence,lexical_diversity,stopword_ratio,bookscore,run_id
story-1_book-2_chapter-6_p.33964,"A story fragment follows a group including Phoenix, Robert, Psammead, and others navigating a situation involving guidance, wishes, and preparations. Phoenix exerts determination and offers guidance about fires and altars; Robert participates with mixed confidence, sometimes feeling shy or pretending cold, and interacts with a communal plan. They engage in travel and movement (moving tables, leaving theatre, going home), share meals and gifts (cake, oranges), and perform preparations (washing, tidying clothes, lighting candles, hiding candles). They discuss a magical or wishful element connected to Psammead, with references to a stolen stick of chalk and a desire to avoid deceiving others. At times they reflect on safety, prudence, and the consequences of actions, with expectations of cheer or fortune from magical intervention. The group confronts social restraints and past experiences, balancing enjoyment with caution, and there is an ongoing emphasis on care, listening, and keeping certain plans or conversations private. Some specific events include planning to tell parents about a burning or burned plan, attending a dinner with a father in a formal setting, and handling a “fire_egg” that cannot hatch. The overall tone blends whimsy with caution, as characters navigate wishes, companionship, and the evolving dynamics of their adventures.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.0853242320819112,-0.1809763312339782,1.0,0.528124917917911,0.0,1.0,0.9266169154228856,0.4,0.0,-10.69778298678169,0.2976189255714416,0.4,0.5959183673469388,0.2897959183673469,0.5,2025-12-17T08:24:28.627615
story-1_book-2_chapter-10_p.07751,"A group of characters, including Phoenix, Robert, Psammead, and others, engage in various interactions and adventures. They discuss guidance about fires and altars, and Phoenix asserts resilience and competence, while Robert expresses feelings of shyness and makes practical proposals (e.g., cleaning front steps). They prepare for travel and decisions about destinations, sometimes debating options like the North Pole, the Equator, Golconda, or other places, and they eventually resolve to leave a theater and head home.

Key events and themes:
- Phoenix shows courage, offers guidance, and later remains a competent bird, sometimes hiding candles and light.
- Robert interacts with Phoenix, Teaches and translates, feels sympathetic about family and appearance, and leads practical actions (moving tables, inviting others, taking care of security with a front door).
- Psammead is mentioned, with statements about its value and past interactions; “Good old Psammead” is referenced.
- The group plans journeys, discusses whether to go somewhere, and considers staying together or leaving behind arguments to avoid being left behind.
- They share meals and social events, including dining in a mirrored restaurant, and engage in dancing and singing, with some tensions and moments of discomfort.
- There are hints of magical or fantastical elements (talk of chalk, talking carpets, and talking about wishes) intertwined with everyday concerns like rest, safety, and politeness.

Overall, the text depicts a fantasy-infused set of encounters focusing on resilience, cooperation, navigation of social dynamics, and the pursuit of safe, reasonable plans in the face of uncertainty.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1161971830985915,-0.1143340244889259,1.0,0.5277479845733912,0.5714285714285714,0.2,0.8899188876013905,0.35,0.2,-10.028930145466743,0.341391921043396,0.3333333333333333,0.5493421052631579,0.2664473684210526,0.8,2025-12-17T08:24:40.180626
story-1_book-2_chapter-12_p.32590,"A story unfolds around a group including Robert, Phoenix, and Psammead, with themes of companionship, guidance, and adventure. Phoenix offers guidance about fires and altars, and both Phoenix and Robert engage in plans and decisions, including travel and movement. Robert often interacts with the group, moving objects, proposing actions, and expressing shyness or concern. They plan to travel (north pole, equator, Croydon) and discuss destinations, sometimes arguing but generally attempting to agree. The group experiences moments of safety and danger, with candles hidden or lit, and a sense of anticipation about adventures that have yet to be fully realized. There are references to performances, meals, and social expectations, including a dramatic, somewhat ceremonial atmosphere with clothing, theater, and a coming-of-age undercurrent. The Psammead is mentioned as a familiar, with optimistic and practical attitudes shaping the group’s decisions. Overall, the narrative centers on cooperation, cautious experimentation, and the tension between curiosity and prudence as they navigate plans and potential adventures.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1070234113712374,-0.1036525294184684,0.9948453608247424,0.4893837589889919,0.0,1.0,0.9260312944523472,0.35,0.25,-5.652658883894251,0.2975673377513885,0.4285714285714285,0.5663265306122449,0.3112244897959184,0.75,2025-12-17T08:26:26.912085
story-1_book-2_chapter-12_p.06109,"A narrator and Phoenix interact with Robert, a group including Psammead, and a developing plan to travel and face various challenges. Key points:

- Robert feels shy at times, moves objects, and engages with Phoenix, showing tentative leadership and planning. He proposes actions like cleaning front steps and considers different destinations, including the North Pole, Equator, Golconda, and Croydon, while the group debates and decides on travel arrangements.
- Phoenix, a competent bird, offers guidance, raises warnings, translates a request, and supports the group’s decisions. She encourages calm, reduces arguing, and emphasizes the need for practical communication suitable for wet weather.
- Psammead (a magical being) is mentioned, with a positive reaction to events and acknowledgment from Robert.
- The group experiences domestic and social details: lighting candles, washing, tidying clothes, attending meals, and visiting a mirrored restaurant with family. They express cautious optimism and humor about their situation.
- Several lines indicate a dreamlike or fantastical undertone, including statements about houses rising from ashes, talking, and intrinsic magical items (eggs that cannot hatch, chalk, and a stove of sorts).
- There is a sense of uncertainty about outcomes, but themes of perseverance, rest, and listening to guidance prevail. The group plans to leave a theatre for homeward travel and contemplates safety, companionship, and the possibility of leaving behind or rejoining others as necessary.
- In short, the narrative depicts a collaborative journey where Robert and Phoenix negotiate travel, safety, and family concerns, aided by Psammead, with moments of instruction, humor, and cautious hope.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1041666666666666,-0.093309536576271,0.9967948717948718,0.5380708581858917,0.3,0.5,0.9183006535947712,0.25,0.0833333333333333,-9.974839320004516,0.2889494597911834,0.2307692307692307,0.5573248407643312,0.2770700636942675,0.9166666666666666,2025-12-17T08:28:53.663777
story-1_book-2_chapter-9_p.62735,"A narrator and others interact with a magical or fantastical setting. A Phoenix-like figure offers guidance, exerts courage, and remains competent, while a Psammead appears as a talking, benevolent presence. Robert is a central character who moves objects, engages with family, invites others to enjoy entertainment, and contends with restrictions and warnings, including past permissions and refusals. They discuss travel plans and destinations (including the North Pole, Equator, Golconda, Croydon), consider trains and carriages, and plan logistics such as cleaning, dressing, and attending to belongings. Tensions arise from arguing, debating, and the need for restraint, yet there is mutual care, gratitude toward a mother figure, and moments of laughter and song. The group acknowledges the value of life, remembers past conversations, and emphasizes forgiveness and patience. Several scenes involve dining, shopping, and dressing for social occasions, with expressions of wonder at adventures and the desire to avoid harm. In the end, characters express uncertainty about outcomes, but maintain a sense of curiosity and resolve to proceed cautiously, while certain plans or wishes are translated or refused, and some individuals remain wary of conflict or disobedience.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1096491228070175,-0.0593246668577194,0.9954954954954957,0.5317096908813372,0.0,1.0,0.9338129496402876,0.3,0.25,-6.598198841698842,0.2605008780956268,0.0,0.6116071428571429,0.3035714285714285,0.875,2025-12-17T08:30:49.778574
story-1_book-2_chapter-9_p.53497,"A story unfolds with a narrator who speaks of mind and questions, willing to go along with Kale for mixed greens, while admitting uncertainty and a need for rest and practice. The characters include Phoenix, Robert, Psammead, and a mother figure; Phoenix demonstrates confidence and offers guidance about fires and altars, while Robert initially feels shy but engages with Robert’s companions and events.

Key events:
- Phoenix and Robert interact; Phoenix asserts guidance and competence as a bird, and both discuss home, travel, and adventures.
- Robert prepares and faces social situations, including a dinner with his father where he pretends to be cold and attire is emphasized; they eat, wash, and tidy up.
- They react to gifts and items (candles lit and hidden), and acknowledge a Pisanne-like creature (Psammead) whose presence is referenced.
- The group contemplates travels and destinations (North Pole, Equator, Golconda) and discuss whether to go or stay, with warnings about arguing or being left behind.
- They plan communications with mothers and decide on rides or trains (cabman, Croydon) and consider practicalities like staying safe and not burning sheets.
- A sense of urgency exists: they resolve to keep talking, listen, and not deceive; there is a warning to stop arguing or be left behind, but also a willingness to rejoin and keep plans flexible.

Character notes:
- Phoenix is competent, protective, and communicative, willing to translate requests when necessary and cautioning about words suitable for wet weather.
- Robert is active, sometimes pretends to be cold, carries items, negotiates with others, and reflects on appearances and family relations.
- Psammead and maternal figures appear as guiding or supportive presences, influencing decisions and expressing hopes for a positive outcome.

Overall, the excerpt centers on a group navigating social situations, planning journeys, and balancing care, communication, and caution while seeking guidance and companionship.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1155378486055776,-0.1098726987838745,1.0,0.5470406523485434,0.1428571428571428,0.875,0.925925925925926,0.35,0.25,-7.9059978339161745,0.2955230474472046,0.125,0.5297297297297298,0.3027027027027027,0.5833333333333333,2025-12-17T08:31:00.543426
story-1_book-2_chapter-16_p.14659,"A narrator engages in dialogue with a Phoenix and a boy named Robert, along with other characters like a Parson, a Psammead, and a mother. The core events involve guidance and reassurance from the Phoenix, plans and disagreements about destinations (ranging from the Equator to Croydon and other places), and preparations for travel or escape. The group interacts with household tasks (candles lit, tidier clothes), meals, and social rituals (dinners, theatre, and warnings about arguments). The Psammead offers wishes and is referenced as a familiar, competent being. Characters express a mix of caution, curiosity, and pragmatism: some urge rest, some advise restraint, and others propose practical steps (front-door cleaning, leaving for journeys, or staying put). There are tensions about safety and keeping promises, with a recurring emphasis on staying together and avoiding danger. Moments of self-doubt, memory, and learning occur as they navigate conversations, possible miscommunications, and the need to be patient in uncertain circumstances. Overall, the group contemplates their next moves, balancing exploration with care for one another, while the Phoenix provides guidance and characters reflect on their experiences and desires.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1059322033898305,-0.1252251714468002,0.990990990990991,0.5147586737616301,0.3333333333333333,0.6,0.9178470254957508,0.3,0.25,-9.32789012609809,0.2770739793777466,0.1428571428571428,0.5803571428571429,0.3214285714285714,0.875,2025-12-17T08:33:05.186735
story-1_book-2_chapter-17_p.95591,"A narrator and several characters discuss and plan various actions. Phoenix and Psammead appear as key figures offering guidance, warning, and magical influence. Robert interacts with Phoenix, his family, and others, sometimes feeling shy or cautious, sometimes confident. They prepare for travel and adventure, debating routes (North Pole, Equator, Golconda) and logistic choices (train to Croydon, front steps, carpets). There are moments of washing, dressing, and hosting in pleasant meals, followed by meetings with parental figures and neighbors, and a sense of division about the best course. Throughout, there is mention of resilience, wit, and a growing insistence on forgiveness, patience, and careful behavior. Some dialogue centers on weather, language barriers, and avoiding unrest, with characters anticipating or recounting magical interventions and the consequences of their choices. The tone alternates between whimsy and caution as they aim to navigate dangers, experiments, and social expectations.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.0880829015544041,-0.0338130816817283,1.0,0.5392749803387912,0.0,1.0,0.9210084033613444,0.35,0.125,-1.5361257309941507,0.3432149887084961,0.2,0.6187845303867403,0.281767955801105,0.75,2025-12-17T08:33:36.023935
story-1_book-2_chapter-7_p.68579,"A narrator and Phoenix engage in dialogue about fear, guidance, and resilience. Phoenix exerts courage and offers guidance about fires and altars, while Robert and others discuss plans, lodging, travel, and safety. They prepare for journeys, consider destinations (including the North Pole, Equator, Golconda, Croydon), and debate logistics such as trains and car transport. There are moments of caution, forgiveness, and trust-building, with references to a Psammead, family, and household routines. Characters interact with humor and teases, perform simple tasks (lighting candles, cleaning, dressing), and express willingness to learn, help, and cooperate. Recurrent themes include memory, restraint, admiration for courage, and a cautious optimism about navigating adventures and potential dangers.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.0627177700348432,-0.2611954808235168,1.0,0.5659073804960355,0.25,0.6666666666666666,0.9273182957393484,0.35,0.1666666666666666,-9.897750754780272,0.3323553204536438,0.125,0.6206896551724138,0.2482758620689655,0.8333333333333334,2025-12-17T08:34:31.325010
story-1_book-2_chapter-9_p.58238,"A group of characters, including Phoenix and Robert, interact in a scene where Phoenix exerts courage and offers guidance while Robert exhibits shyness and curiosity. They discuss plans and possible destinations, with debates about where to go and how to proceed. Phoenix asserts resilience and the house rising from ashes, while Robert shows practical concerns, even inviting others to share in activities and entertainment. The narrative features acts of hospitality and preparation: lighting candles, tidying, washing, dressing, and planning travel to places such as Croydon, the North Pole, the Equator, and Golconda. They discuss weather, safety, and communication, with warnings about arguing and leaving behind those who slow them down. There are moments of singing, dancing, and amusement, followed by perseverance and resolve to continue their journey. Throughout, there is a sense of a quest or mission, with references to magical or prophetic elements (e.g., Psammead), and an underlying tension between caution and adventure.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.0846774193548387,-0.1806714087724685,1.0,0.5249627277832117,0.1,0.8333333333333334,0.9329962073324906,0.4,0.0,-6.574805194805194,0.2281277179718017,0.25,0.6236559139784946,0.3494623655913978,0.5714285714285714,2025-12-17T08:36:35.149494
story-1_book-2_chapter-7_p.42950,"A story unfolds with a speaking narrator and a friend group around Phoenix, Robert, and Psammead. The main figures discuss courage, guidance, and fate as they navigate a quest that involves travel, maintenance of dignity, and dealing with magical or fantastical elements. Key events include:

- Characters express uncertainty, resolve, and mutual aid: I can help you; you may remember; I will tell you; I do not deceive you.
- Phoenix offers guidance about fires and altars and demonstrates competence, while Robert shows mixed feelings—shyness, care for others, and occasional hesitation.
- They plan practical steps: leaving theatre to head home, inviting others, considering destinations (North Pole, Equator, Golconda), and deciding to take a train to Croydon.
- Daily life and social dynamics appear: they wash and dress tidily, eat dinner, exchange conversations with a mother figure, and navigate social expectations (London society, apparel like blouses, tears, and comfort).
- The Psammead serves as a recurring magical or wise presence; at times spoken of with affection, sometimes as a source of advice or constraint. The group praises prudence and caution, even as they pursue adventure.
- Physical challenges and tense moments occur: wriggling out from under stalls, climbing into emplacements, and standing vigil at windows; there is talk of warnings, distractions, and the need for words suitable for wet weather.
- The trio contemplates rest, safety, and leaving behind or reconciling with arguments to avoid being left behind; a sense of urgency and determination pervades.
- Throughout, there are mentions of overcoming fear, maintaining appearance, and balancing action with reflection as they move toward an uncertain but hopeful future.",2,The Phoenix and the Carpet,textacy,openai,openai,drop,popular,raw,openai,False,True,1,minimal,gpt-5-nano,123,random-30,fast,0.1296296296296296,-0.0985228046774864,1.0,0.5006798247484917,0.125,0.8571428571428571,0.9298618490967056,0.3,0.3636363636363636,-6.373039251935804,0.2781643271446228,0.1,0.5884146341463414,0.2865853658536585,0.8181818181818181,2025-12-17T08:37:51.405249
